       Step     Time          Energy         fmax
GPMin:   18 23:33:46       -5.697533        0.0795
GPMin:   19 23:33:52       -5.728569        0.0803
GPMin:   20 23:33:58       -5.762350        0.0943
GPMin:   21 23:34:04       -5.794087        0.1019
GPMin:   22 23:34:11       -5.824669        0.0946
GPMin:   23 23:34:17       -5.849016        0.0725
GPMin:   24 23:34:23       -5.863495        0.0399
GPMin:   25 23:34:29       -5.868587        0.0242
GPMin:   26 23:34:35       -5.870097        0.0246
GPMin:   27 23:34:41       -5.871356        0.0204
GPMin:   28 23:34:46       -5.872048        0.0232
GPMin:   29 23:34:51       -5.872568        0.0171
       Step     Time          Energy         fmax
GPMin:    0 23:35:00       -4.291655        1.5280
GPMin:    1 23:35:06       -5.325891        0.7187
GPMin:    2 23:35:12       -5.723628        0.3098
GPMin:    3 23:35:18       -5.856539        0.0977
GPMin:    4 23:35:24       -5.873145        0.0155
