Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.8510        -332.3382    -335.9942       3.6560   387.5
1.8515        -332.3500    -336.0227       3.6727   389.2
1.8520        -332.3627    -336.0601       3.6974   391.8
1.8525        -332.3768    -336.1152       3.7384   396.2
1.8530        -332.3928    -336.1851       3.7923   401.9
1.8535        -332.4094    -336.2531       3.8437   407.3
1.8540        -332.4258    -336.3053       3.8795   411.1
1.8545        -332.4426    -336.3435       3.9009   413.4
1.8550        -332.4604    -336.3801       3.9197   415.4
1.8555        -332.4807    -336.4255       3.9448   418.1
1.8560        -332.5030    -336.4738       3.9708   420.8
1.8565        -332.5264    -336.5075       3.9811   421.9
1.8570        -332.5498    -336.5102       3.9604   419.7
1.8575        -332.5732    -336.4776       3.9044   413.8
1.8580        -332.5968    -336.4186       3.8219   405.0
1.8585        -332.6203    -336.3514       3.7311   395.4
1.8590        -332.6445    -336.2951       3.6506   386.9
1.8595        -332.6691    -336.2605       3.5914   380.6
